StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-25 04:47:03,2025-04-25 04:54:39,0,100,456,1,2025-04-25 04:54:41,R_9cdpk8OWegLaJH6,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,12",,,,,,,,,,,,,1,1,,4,1,1,1,1,1,1,,2,,,,6,,,,,,,,,,1,14,,,,,,,,,,,,,,1,1,,9,,7,2,,2,"2,6",,1,3,37,9,,1,5,5,4,,,,,,,The safety,More bike lanes,,,,,,,,,,,4
2025-04-25 04:49:17,2025-04-25 04:56:58,0,100,460,1,2025-04-25 04:56:59,R_9pFjDS1UnBtZEi6,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,10,11,12",,,,,,,,,,,,,"1,3",1,,3,3,1,4,1,1,"1,3",,"2,4,5",,"2,6",,1,,,,,,,,,,3,7,,,,,,,,,,,,,,"1,4","1,3,9",Police,"1,4",,7,1,,3,,,1,2,37,12,,1,2,5,7,,,,,,,"The only pass and safety ","Make lines for bikes in the city that can be useful ",,,,,,,,,,,4
2025-04-25 06:04:53,2025-04-25 06:16:42,0,100,709,1,2025-04-25 06:16:43,R_97KKk4EcqvRn0wz,anonymous,EN,1,1,1,3,,5,"1,2,3,4,5,10,11,12",,,,,,,,,,,,,"3,4",7,,4,3,1,4,1,1,1,,2,,"4,5",,"1,4,5,6,7",,1,"1,3,11",,,,,,,,,,,,,,,,,,,,,,1,"1,5,8",,"4,5,6",,1,3,It is very far,2,"1,6",,1,4,77,9,,1,4,17,10,"Due to dedicated cycle tracks and cycling events quite frequently. ","More awareness among community ",,,,,,,,,,,,,,,,,4
2025-04-25 06:23:47,2025-04-25 06:32:49,0,100,542,1,2025-04-25 06:32:50,R_9C2fV1oYJj1JelQ,anonymous,EN,1,3,1,1,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,1,3,1,"1,3",,4,,4,,"5,6",,,,,,,,,,3,14,,,,,,,,,,,,,,"1,2","1,2",,"2,9,4",,1,3,too young,2,"1,2,3",,1,3,138,1,,1,1,5,8,,,,,,,"flat surface ","add more bike lane ",,,,,,,,,,,4
2025-04-25 06:53:27,2025-04-25 07:01:22,0,100,475,1,2025-04-25 07:01:23,R_45SDmXbTRupC1FY,anonymous,EN,1,1,1,6,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"3,4",7,,1,1,1,3,3,1,3,,"2,4,5,6,7,8",,"2,5,7",,"6,7",,1,"2,3,8",,,,,,,,,,,,,,,,,,,,,,"1,7,6,5","4,7,11",,"9,4",,1,,,2,6,,1,3,138,8,,2,1,44,9,Amazing place,,,,,,,,,,,,,,,,,,4
2025-04-25 07:06:56,2025-04-25 07:11:43,0,100,286,1,2025-04-25 07:11:43,R_4wG3UFhXg1cfwiQ,anonymous,EN,1,1,1,"1,3",,3,"1,2,4,10,11,12",,,,,,,,,,,,,3,7,,3,1,1,4,4,1,"1,3",,"2,5,6",,"2,5",,"1,4",,2,"3,11",,,,,,,,,,,,,,,,,,,,,,1,"1,2,3",,"1,2,9",,1,1,,2,1,,2,3,138,9,,1,2,,8,"safety ",fitness,,,,,,,,,,,,,,,,,4
2025-04-25 07:35:35,2025-04-25 07:38:07,0,100,151,1,2025-04-25 07:38:08,R_4DtDxNElD7g6RLH,anonymous,EN,1,3,1,1,,4,"1,11,12",,,,,,,,,,,,,2,7,,2,2,3,2,2,1,3,,5,,2,,5,,,,,,,,,,1,"4,5",,,,,,,,,,,,,,3,"2,3",,"9,3",,1,2,,3,,,1,4,162,6,,1,7,11,4,,,,,,,,,,,,,,,,,,,4
2025-04-25 08:15:03,2025-04-25 08:19:19,0,100,256,1,2025-04-25 08:19:20,R_4LKGM0PndHWNJPb,anonymous,EN,1,3,1,1,,3,"1,2,9,10,11,12",,,,,,,,,,,,,"1,4",7,,4,3,1,4,3,1,2,,"2,5",,"2,6",,5,,,,,,,,,,2,6,,,,,,,,,,,,,,"1,2","1,2,4",,"1,2,9",,1,2,,2,"1,3",,1,4,77,7,,1,2,14,10,,,,,,,safe bike lanes,More cycling path and rental bikes.,,,,,,,,,,,4
2025-04-25 08:15:18,2025-04-25 08:29:48,0,100,870,1,2025-04-25 08:29:49,R_9DUVQdxSKFj8U9f,anonymous,EN,1,1,1,"3,4",,3,"1,2,3,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,3,1,1,4,4,1,"1,3",,"2,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,1,"3,11",,,,,,,,,,,,,,,,,,,,,,"1,2",1,,"1,2,9",,1,,,3,,,1,5,138,9,,1,1,4,8,"Community Cycling,  Races, Safe Cycle tracks","Community Cycling, more Bicycle lanes",,,,,,,,,,,,,,,,,4
2025-04-25 09:39:28,2025-04-25 09:59:52,0,100,1224,1,2025-04-25 09:59:53,R_9bnGXPKGiOMFLbP,anonymous,EN,1,1,1,"1,3",,3,"1,2,12",,,,,,,,,,,,,"1,3",7,,3,3,1,4,4,1,"3,7",,"2,4,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"3,8,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,3,4",,"1,9,4,7",,7,1,,2,3,,1,4,138,9,,1,3,5,10,"Accessibility of bicycle lanes and tracks.
Availability of bike shops for repair or upgrade","For fitness and over all good health for all the family members promotes bonding and enjoyment ",,,,,,,,,,,,,,,,,4
2025-04-25 10:55:45,2025-04-25 11:02:30,0,100,405,1,2025-04-25 11:02:31,R_9V0vw2cha2BS4Wl,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,2,7,,4,1,1,4,4,1,1,,"2,4,5,6",,"2,5,6,7",,"1,4,5,6",,3,"5,10,11",,,,,,,,,,,,,,,,,,,,,,"1,2,6,4","1,2,3",,"2,9,4",,7,2,,2,6,,2,5,187,10,,1,3,45,4,The ever growing cycle network,Subsidised bike purchase schemes like the UK cycle to work scheme,,,,,,,,,,,,,,,,,4
2025-04-25 11:02:28,2025-04-25 11:08:41,0,100,372,1,2025-04-25 11:08:41,R_9FQlacZtS6AYBBi,anonymous,EN,1,1,1,"1,2,3",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3,4",7,,4,1,1,4,4,1,"1,3",,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,9,11",,,,,,,,,,,,,,,,,,,,,,1,"1,2,3",,"1,9,3",,1,1,,2,1,,2,3,138,9,,1,2,11,10,"Yes because of bike lanes and safety awareness for bikers are mandatory to Comply ","To. Improve my health ",,,,,,,,,,,,,,,,,4
2025-04-25 11:24:00,2025-04-25 11:33:15,0,100,554,1,2025-04-25 11:33:16,R_4WnnJNPH5Vu1KCJ,anonymous,EN,1,3,1,3,,4,"1,2,10,11,12",,,,,,,,,,,,,4,7,,3,3,1,4,4,1,3,,2,,4,,4,,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,1,1,,9,,1,2,,2,6,,2,5,138,9,,4,8,21,9,,,,,,,Scenery,Fitness,,,,,,,,,,,4
2025-04-25 22:00:39,2025-04-25 22:06:53,0,100,373,1,2025-04-25 22:06:54,R_472RfvBRrs3iCzc,anonymous,EN,1,3,1,1,,2,3,,,,,,,,,,,,,3,13,,4,1,1,4,4,1,1,,2,,2,,1,,,,,,,,,,1,14,,,,,,,,,,,,,,1,1,,1,,1,2,,2,1,,1,6,138,1,,1,3,11,10,,,,,,,,,,,,,,,,,,,4
2025-04-25 21:55:07,2025-04-25 22:13:18,0,100,1090,1,2025-04-25 22:13:19,R_9dmkui5ydI26de4,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,"1,3",,"2,4,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"6,7,8",,,,,,,,,,,,,,"1,2","1,3,8",,"1,2,9",,1,2,,2,1,,1,7,138,9,,1,3,19,8,,,,,,,"Fitness ","Healthy lifestyle ",,,,,,,,,,,4
2025-04-25 23:24:44,2025-04-25 23:31:47,0,100,423,1,2025-04-25 23:31:48,R_4F5NaHO9gFdjSRL,anonymous,EN,1,1,1,1,,3,12,,,,,,,,,,,,,3,7,,3,3,3,3,3,1,"1,3,8",,2,,"2,4",,"4,6",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,4",1,,"1,2,9",,1,1,,2,"2,3",,1,5,138,9,,1,3,,6,Safety,Fun,,,,,,,,,,,,,,,,,4
2025-04-26 00:20:22,2025-04-26 00:37:11,0,100,1008,1,2025-04-26 00:37:11,R_4pg0H1ZZr5H7qyB,anonymous,EN,1,1,1,3,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,1,1,4,1,1,"1,3",,2,,7,,"1,5,6,7",,2,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,3,5",,"4,5,8","More water points at many tracks or paths ",7,3,Roads are not safe to ride due to dangerous drivers,3,,,1,6,162,13,"higher diploma ",1,6,4,4,"Good, safe cycling tracks for day or night rides","possibly better start up deals on bikes and equipment.  Cycling is an expensive sport to start. Health point benefits with medical insurance companies that encourage regular exercise ",,,,,,,,,,,,,,,,,4
2025-04-26 01:43:17,2025-04-26 01:50:06,0,100,408,1,2025-04-26 01:50:07,R_9pmzvdaqIxV28hX,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,4,3,1,1,,"2,5,6",,"2,6,7",,"1,5,6,7",,2,"2,8,11",,,,,,,,,,,,,,,,,,,,,,"1,6,4,5","1,3,5",,"1,9,3,4,8",Better public awareness of road cyclists so motorists can be educated on how to share the road with cyclists. Traffic lights can also have a few seconds head start for cyclists,1,2,,3,,,1,4,187,9,,1,8,14,10,"The fact the weather allows for me to ride all year round (albeit in the summer i am restricted to early mornings and evenings). I love the quality of the roads and there are some great climbs (Hafeet, Jais, Suhub....)",I think better public awareness about sharing roads with cyclists aimed at motorists e.g. billboards/adverts etc so motorists are aware that they may encounter cyclists on the road.,,,,,,,,,,,,,,,,,4
2025-04-26 02:18:01,2025-04-26 02:26:01,0,100,480,1,2025-04-26 02:26:02,R_4YWJgQMercQH4aR,anonymous,EN,1,3,1,1,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,3,1,4,3,1,1,,"2,6",,"4,5,6",,"1,5,6,7",,,,,,,,,,1,14,,,,,,,,,,,,,,1,"2,5,6",,"1,2,9,3,4",,1,1,,2,"1,6",,1,5,138,8,,1,5,20,9,,,,,,,Designated cycle tracks,Create more cycling events (indoor and outdoor),,,,,,,,,,,4
2025-04-26 02:07:43,2025-04-26 02:29:12,0,100,1289,1,2025-04-26 02:29:13,R_4tEkrwhubX1I0qO,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,8,,3,3,1,4,4,1,3,,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,2,"3,9,11",,,,,,,,,,,,,,,,,,,,,,2,"2,3,4",,"1,2,9",,3,2,,3,,,1,4,138,7,,1,1,13,10,"because of the bike lane the goverment provided,biking makes joy and fun for the bikers..","organized event comingbfrom the government ",,,,,,,,,,,,,,,,,4
2025-04-26 02:06:39,2025-04-26 03:14:45,0,100,4085,1,2025-04-26 03:14:46,R_4smjtgWdnqvx3Ac,anonymous,EN,1,1,1,2,,3,"1,2,10,11,12",,,,,,,,,,,,,"3,4",7,,3,1,1,4,4,1,3,,2,,4,,5,,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,2,"1,2,3",,"2,9",,3,3,,3,,,1,6,138,7,,4,1,18,10,Comfortable bike lanecom,Community ride,,,,,,,,,,,,,,,,,4
2025-04-26 08:07:24,2025-04-26 08:22:20,0,100,895,1,2025-04-26 08:22:20,R_9FGgebm74uVon2F,anonymous,EN,1,1,1,3,,5,"1,2,3,11,12",,,,,,,,,,,,,"3,4",8,,4,3,1,1,2,1,1,,"2,5,6",,"2,4,5,6",,"4,5,7",,1,"5,10,11",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,5,7",,"1,2,9,3,4,5,6,7",,1,2,,2,"1,2,6",,2,4,138,9,,3,8,,9,"The safety and have proper bike lane. ","Have some free cycling registration ride for all. ",,,,,,,,,,,,,,,,,4
2025-04-26 08:52:00,2025-04-26 09:05:12,0,100,791,1,2025-04-26 09:05:13,R_4p9HfcpQDLZdbj4,anonymous,EN,1,4,1,"1,2,3,4,5",Stress reliever,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,1,1,3,3,1,"1,8",,"2,4,5,6,7",,"2,4,5,6",,"1,4,5,6,7",,,,,,,,,,,,,3,"1,13",Al Taawun,,,,,,,,,,"1,2,6,4","1,3,5",,"2,9,4,5,6",,1,2,,2,"1,3,6",,1,4,138,9,,1,3,18,7,,,,,,,,,Relatively safe road.,Regular Community rides supported by relevant organizations,,,,,,,,,4
2025-04-26 10:16:05,2025-04-26 10:22:45,0,100,400,1,2025-04-26 10:22:46,R_90qKLjDjEuNorfC,anonymous,EN,1,1,1,"1,3",,3,12,,,,,,,,,,,,,3,13,,3,1,1,3,3,1,3,,"2,4,5,6,7",,2,,4,,1,"3,8,11",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,2,3",,1,,1,2,,2,"3,6",,1,4,138,9,,1,4,17,8,,,,,,,,,,,,,,,,,,,4
2025-04-26 10:19:10,2025-04-26 10:31:52,0,100,761,1,2025-04-26 10:31:53,R_4laGDhqR3wibVZu,anonymous,EN,1,9,1,3,,3,4,,,,,,,,,,,,,3,8,,4,4,1,4,1,1,3,,2,,4,,4,,,,,,,,1,,,,,,,,,,,,,,,,,2,3,,4,,1,3,"No because it’s not safe ",3,,,1,4,138,6,,1,1,,8,,,,,"Road safely ","Good fitness & health ",,,,,,,,,,,,,4
2025-04-26 13:50:46,2025-04-26 13:58:27,0,100,461,1,2025-04-26 13:58:28,R_9d6ruiIl7sKlTFv,anonymous,EN,1,3,1,3,,4,11,,,,,,,,,,,,,3,13,,4,3,1,4,4,1,3,,"5,6",,"2,6",,"4,6",,,,,,,,,,1,"1,8,14",,,,,,,,,,,,,,2,"1,4",,"2,9",,1,2,,3,,,1,4,138,9,,1,3,9,10,,,,,,,Availability of bike lanes,Introduce the benefits of cycling thru social media,,,,,,,,,,,4
2025-04-26 18:46:05,2025-04-26 18:56:16,0,100,611,1,2025-04-26 18:56:17,R_4ILXKvaDxe5GdF1,anonymous,EN,1,1,1,3,,2,"1,2,3,10,11,12",,,,,,,,,,,,,3,8,,3,3,1,4,4,1,3,,"2,4,5",,"2,4,6",,"1,4,5",,1,"3,5,8",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9",,1,1,,2,"1,2",,1,4,138,7,,1,2,15,8,Fitness&exercise,For fitness&enjoyment with freinds,,,,,,,,,,,,,,,,,4
2025-04-26 18:40:40,2025-04-26 18:56:31,0,100,950,1,2025-04-26 18:56:31,R_9dm5LHSROnECt4S,anonymous,EN,1,1,1,3,,1,1,,,,,,,,,,,,,2,7,,4,1,1,4,4,1,3,,2,,2,,"1,4",,1,"2,3,4",,,,,,,,,,,,,,,,,,,,,,"1,2","3,4",,"2,9",,"1,2",2,,2,6,,1,5,138,12,,1,2,16,10,Exercise for fitness and enjoyment,Good health and exercise,,,,,,,,,,,,,,,,,4
2025-04-26 18:45:57,2025-04-26 18:57:30,0,100,693,1,2025-04-26 18:57:31,R_4Cr0kDvGppYdHUJ,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,8,,3,3,1,4,4,1,3,,2,,2,,4,,2,"3,5,9",,,,,,,,,,,,,,,,,,,,,,1,"3,4,8",,2,,3,2,,2,6,,1,5,138,6,,1,1,7,10,Fitnes,"Enjoyment ",,,,,,,,,,,,,,,,,4
2025-04-26 21:42:21,2025-04-26 21:51:06,0,100,524,1,2025-04-26 21:51:06,R_9nO7FB71fAW6adj,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,2,7,,3,1,1,3,1,1,"1,3,8",,2,,"2,6",,"1,6,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,3",1,,6,,1,1,,2,1,,2,4,138,9,,1,2,,5,"Safety and more cycling track being done in the Abu Dhabi. It is the safest place ever. ","Actually there are more cyclist now in Abu dhabi. Cycling events and promotional to encourage people to take up cycling. ",,,,,,,,,,,,,,,,,4
2025-04-27 00:28:49,2025-04-27 00:38:09,0,100,560,1,2025-04-27 00:38:10,R_4zIliJ3v5c72thy,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,4,1,1,4,4,1,"1,3",,"2,4,5,6",,"5,6,7",,"1,4,5,6,7",,,,,,,,,,2,"7,8,13",Dubai Expo and Dubai South,,,,,,,,,,,,,"1,2,7","1,2",,"1,2,9,5",,1,2,,3,,,1,4,138,9,,1,3,18,8,,,,,,,Good bike parks and cycle tracks,Health fitness,,,,,,,,,,,4
2025-04-27 00:35:32,2025-04-27 00:42:26,0,100,414,1,2025-04-27 00:42:27,R_9IFNR6p0yRPpU4I,anonymous,EN,1,3,1,"1,3",,7,"10,11,12",,,,,,,,,,,,,1,8,,2,1,1,1,3,1,1,,2,,"6,7",,"1,4,5",,,,,,,,,,3,"1,3,5",,,,,,,,,,,,,,"7,3","1,3,11",,"1,2,9",,6,3,,2,"1,2",,2,4,77,9,,4,8,46,9,,,,,,,"Safety ",Maintaining fitness,,,,,,,,,,,4
2025-04-27 00:44:41,2025-04-27 00:53:52,0,100,551,1,2025-04-27 00:53:52,R_9Kb1ORo2XpCjMXv,anonymous,EN,1,3,1,1,,3,3,,,,,,,,,,,,,2,7,,4,1,1,4,4,1,"1,3",,6,,2,,4,,,,,,,,,,1,7,,,,,,,,,,,,,,1,"1,2,5",,"1,2,9",,1,2,,2,3,,1,5,138,8,,1,1,19,10,,,,,,,Meeting new friends,Good example of healthy living,,,,,,,,,,,4
2025-04-27 04:56:08,2025-04-27 05:03:17,0,100,428,1,2025-04-27 05:03:18,R_4pPVG8dTGzSNDZ7,anonymous,EN,1,3,1,3,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,4,7,,4,4,1,4,1,1,1,,2,,4,,4,,,,,,,,,,1,14,,,,,,,,,,,,,,1,"1,5,8",,4,,1,1,,2,1,,2,5,138,9,,1,3,20,9,,,,,,,Designated cycle track,Create more cycling programs,,,,,,,,,,,4
2025-04-27 06:41:09,2025-04-27 06:45:24,0,100,255,1,2025-04-27 06:45:25,R_4SddrKMiOUs3G9t,anonymous,EN,1,4,1,3,,2,"1,2,3,4,5,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,3,4,1,3,4,1,1,,2,,2,,5,,,,,,,,,,,,,2,3,,,,,,,,,,,"1,2",5,,3,,1,1,,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 06:48:49,2025-04-27 06:57:16,0,100,507,1,2025-04-27 06:57:17,R_4KjeqwgLkP4S0IV,anonymous,EN,1,4,2,,,,,4,,5,6,,,,,,,,,3,8,,2,3,1,3,2,1,4,,"5,7",,5,,5,,,,,,,,,,,,,4,6,,,,,,,,,,,3,10,,"4,6",,4,1,,2,"1,2,3,4,5,6",,1,3,186,7,,4,1,,10,,,,,,,,,Ff,.,,,,,,,,,4
2025-04-27 08:49:34,2025-04-27 09:01:13,0,100,698,1,2025-04-27 09:01:14,R_4LB8rZelobhqP6o,anonymous,EN,1,1,1,3,,5,12,,,,,,,,,,,,,"1,3,4",7,,3,3,3,3,3,2,,,,,"2,4,5,6,7",,"1,4,5,6,7",,3,"1,2,3",,,,,,,,,,,,,,,,,,,,,,6,"2,3,5",,"1,2,9,3,4,5,6,7",,1,1,,2,"1,2,3,4,5,6",,2,5,138,9,,1,1,16,9,safe areas to cycle,gain friends,,,,,,,,,,,,,,,,,4
2025-04-27 11:32:41,2025-04-27 11:38:51,0,100,370,1,2025-04-27 11:38:52,R_5DFcrFAZzy5eG8p,anonymous,EN,1,3,1,3,,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,"2,3",7,,2,1,1,4,3,1,1,,"2,6",,6,,7,,,,,,,,,,1,14,,,,,,,,,,,,,,1,"1,2,3",,"1,2,9,3,4,5,6,7",,3,2,,2,3,,1,4,144,10,,1,6,45,10,,,,,,,,,,,,,,,,,,,4
2025-04-27 21:43:37,2025-04-27 21:51:14,0,100,457,1,2025-04-27 21:51:15,R_5qlMNvg3HmTO7FI,anonymous,EN,1,1,1,1,,3,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,4,7,,4,3,1,4,3,1,3,,1,"have fun with my grandson ",5,,7,,1,3,,,,,,,,,,,,,,,,,,,,,,"1,2,7,6",2,,"2,9",,7,3,"school is too far away & son still too young ",3,,,1,6,162,10,,2,2,10,7,"riding early morning when it is cool & late afternoon - the views from the Corniche - spending enjoyable exercise time with family ","more cycle lanes ",,,,,,,,,,,,,,,,,4
2025-04-28 01:18:35,2025-04-28 01:43:47,0,100,1511,1,2025-04-28 01:43:48,R_4VBAIv9pfjcJ6Ea,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,3,3,1,1,,2,,2,,1,,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,7",,"1,2,9",,1,3,,3,,,1,4,138,9,,1,3,18,10,I feel safe when riding in Abu Dhabi,More bike lanes and cycle track,,,,,,,,,,,,,,,,,4
2025-04-28 01:39:03,2025-04-28 01:46:38,0,100,455,1,2025-04-28 01:46:39,R_4sFvJw8E0dT0beN,anonymous,EN,1,3,1,4,,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",13,,4,1,1,3,4,1,1,,"2,5,6",,2,,"1,6,7",,,,,,,,,,3,"7,14",,,,,,,,,,,,,,"1,2","1,3",,"2,9,4",,7,3,dangerous,3,,,1,4,64,10,,1,7,46,8,,,,,,,Sunshine,Beginner Groups,,,,,,,,,,,4
2025-04-28 01:55:13,2025-04-28 02:01:16,0,100,363,1,2025-04-28 02:01:18,R_4ZOELbeolCrRVGf,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,3,4,1,1,,2,,2,,1,,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,1,,4,,1,2,,3,,,1,4,138,9,,1,3,7,7,"Safe and bike lanes ",Awareness in cyclist,,,,,,,,,,,,,,,,,4
2025-04-28 02:17:03,2025-04-28 02:24:14,0,100,430,1,2025-04-28 02:24:15,R_4011kNpFfcqwBLE,anonymous,EN,1,1,1,"2,3",,1,12,,,,,,,,,,,,,3,7,,3,3,1,4,3,1,"1,3",,"2,5",,5,,4,,1,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,11",,"1,2,9,4",,1,2,,2,"2,6",,2,5,138,12,,1,1,16,9,Exlore areas joining events and meet new friends,Helthier daily lifestyle,,,,,,,,,,,,,,,,,4
2025-04-28 04:38:44,2025-04-28 04:38:55,0,100,11,1,2025-04-28 04:38:56,R_9dAV9A3N6wM2alL,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 04:38:49,2025-04-28 04:42:14,0,100,204,1,2025-04-28 04:42:14,R_4w5BHJom1MqOfyp,anonymous,EN,1,3,1,1,,5,"1,2,11,12",,,,,,,,,,,,,4,8,,4,4,1,4,4,2,,,,,6,,5,,,,,,,,,,1,8,,,,,,,,,,,,,,1,"1,2,5",,1,,1,2,,3,,,2,4,138,9,,4,8,16,10,,,,,,,Very safe,Bike lanes,,,,,,,,,,,4
2025-04-28 05:30:41,2025-04-28 05:43:41,0,100,779,1,2025-04-28 05:43:41,R_9Cws7brZZ0TiPC7,anonymous,EN,1,3,1,"1,2,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,4",1,,3,1,1,3,4,1,"1,3,10",comuting bike,"2,4,5,6",,,,,,,,,,,,,,2,"7,8,14",,,,,,,,,,,,,,"1,2","2,4,5",,"1,2,9,5",,1,,,3,,,2,4,47,10,,2,2,14,7,,,,,,,The community around cycling and being active,Better help for beginners,,,,,,,,,,,4
2025-04-28 07:30:10,2025-04-28 07:38:34,0,100,504,1,2025-04-28 07:38:35,R_9qdAsTCxRebsnwL,anonymous,EN,1,3,1,4,,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,3,2,1,1,2,1,1,,"2,5,6",,"2,6,7",,"1,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,1,"1,5",,"2,4,5,6",,3,2,,2,6,,1,5,144,10,,7,3,45,9,,,,,,,"Safety, tracks, community ","Make cycling more affordable ",,,,,,,,,,,4
2025-04-28 07:44:44,2025-04-28 07:53:33,0,100,528,1,2025-04-28 07:53:34,R_4vhRyASxeaR5Qhr,anonymous,EN,1,3,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,3,1,1,2,4,1,"1,3,9",,"2,5,6",,"5,6,7",,"1,6,7",,,,,,,,,,2,"7,14",,,,,,,,,,,,,,"1,2","3,5,10",,"2,9,4",,7,1,,3,,,1,5,9,10,,1,7,6,10,,,,,,,Great dedicated cycling tracks and groups,"More awareness and more inter community tracks ",,,,,,,,,,,4
2025-04-28 07:57:07,2025-04-28 12:19:09,0,100,15722,1,2025-04-28 12:19:09,R_4QXJfVtLswTnJp0,anonymous,EN,1,3,1,"1,2,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,3,4,1,"1,2,3",,"2,4,5,6",,"2,6",,"1,5,6,7",,,,,,,,,,2,"7,14,13",Springs- Meadows,,,,,,,,,,,,,1,"2,3",,"2,9,5,6",,1,1,,3,,,1,5,181,9,,1,7,15,8,,,,,,,good roads and being able to ride entire year,more cyling paths and cycling tracks,,,,,,,,,,,4
